"word","freq"
"Second segment with three equidistant","Second segment with three equidistant","  1"
"Second segment with three trichobothria","Second segment with three trichobothria","  1"
"Secondary","Secondary","  1"
"Secondary vein","Secondary vein","  1"
"Secondary vein simple","Secondary vein simple","  1"
"Secondary vein simple Legs","Secondary vein simple Legs","  1"
"Secondary vein simple Legs short","Secondary vein simple Legs short","  1"
"Sept","Sept","  1"
"Sept ","Sept ","  1"
"Sept  P","Sept  P","  1"
"Sept  P Susai","Sept  P Susai","  1"
"Sept  P Susai Nathan","Sept  P Susai Nathan","  1"
"Serafim","Serafim","  5"
"Serafim ","Serafim ","  4"
"Serafim  p","Serafim  p","  4"
"Serafim  p ","Serafim  p ","  4"
"Serafim  p  figs","Serafim  p  figs","  3"
"Serafim  p  Length","Serafim  p  Length","  1"
"Serafim Figures","Serafim Figures","  1"
"Serafim Figures J","Serafim Figures J","  1"
"Serafim Figures J ","Serafim Figures J ","  1"
"Serafim Figures J  ","Serafim Figures J  ","  1"
"Serville","Serville","  2"
"Serville ","Serville ","  2"
"Serville  p","Serville  p","  2"
"Serville  p ","Serville  p ","  2"
"Serville  p  HerrichSchaeffer","Serville  p  HerrichSchaeffer","  1"
"Serville  p  pl","Serville  p  pl","  1"
"Setae","Setae"," 56"
"Setae abundant","Setae abundant","  1"
"Setae abundant ","Setae abundant ","  1"
"Setae abundant  ","Setae abundant  ","  1"
"Setae abundant   ","Setae abundant   ","  1"
"Setae inconspicuous","Setae inconspicuous","  1"
"Setae inconspicuous short","Setae inconspicuous short","  1"
"Setae inconspicuous short sparse","Setae inconspicuous short sparse","  1"
"Setae inconspicuous short sparse Head","Setae inconspicuous short sparse Head","  1"
"Setae numerous","Setae numerous","  4"
"Setae numerous adpressed","Setae numerous adpressed","  1"
"Setae numerous adpressed short","Setae numerous adpressed short","  1"
"Setae numerous adpressed short ","Setae numerous adpressed short ","  1"
"Setae numerous backwardly","Setae numerous backwardly","  1"
"Setae numerous backwardly directed","Setae numerous backwardly directed","  1"
"Setae numerous backwardly directed Spiracles","Setae numerous backwardly directed Spiracles","  1"
"Setae numerous most","Setae numerous most","  2"
"Setae numerous most delicately","Setae numerous most delicately","  2"
"Setae numerous most delicately hairlike","Setae numerous most delicately hairlike","  2"
"Setae of","Setae of"," 30"
"Setae of body","Setae of body","  1"
"Setae of body surface","Setae of body surface","  1"
"Setae of body surface short","Setae of body surface short","  1"
"Setae of dorsal","Setae of dorsal","  1"
"Setae of dorsal surface","Setae of dorsal surface","  1"
"Setae of dorsal surface numerous","Setae of dorsal surface numerous","  1"
"Setae of legs","Setae of legs","  2"
"Setae of legs numerous","Setae of legs numerous","  1"
"Setae of legs numerous short","Setae of legs numerous short","  1"
"Setae of legs very","Setae of legs very","  1"
"Setae of legs very numerous","Setae of legs very numerous","  1"
"Setae of posterior","Setae of posterior","  1"
"Setae of posterior tarsus","Setae of posterior tarsus","  1"
"Setae of posterior tarsus shown","Setae of posterior tarsus shown","  1"
"Setae of rostrum","Setae of rostrum"," 15"
"Setae of rostrum not","Setae of rostrum not","  1"
"Setae of rostrum not examined","Setae of rostrum not examined","  1"
"Setae of rostrum short","Setae of rostrum short","  5"
"Setae of rostrum short and","Setae of rostrum short and","  3"
"Setae of rostrum short except","Setae of rostrum short except","  1"
"Setae of rostrum short scattered","Setae of rostrum short scattered","  1"
"Setae of rostrum sparse","Setae of rostrum sparse","  1"
"Setae of rostrum sparse and","Setae of rostrum sparse and","  1"
"Setae of rostrum very","Setae of rostrum very","  8"
"Setae of rostrum very short","Setae of rostrum very short","  8"
"Setae of second","Setae of second","  1"
"Setae of second antennal","Setae of second antennal","  1"
"Setae of second antennal segment","Setae of second antennal segment","  1"
"Setae of under","Setae of under","  1"
"Setae of under surface","Setae of under surface","  1"
"Setae of under surface of","Setae of under surface of","  1"
"Setae of venter","Setae of venter","  7"
"Setae of venter golden","Setae of venter golden","  2"
"Setae of venter golden colored","Setae of venter golden colored","  2"
"Setae of venter short","Setae of venter short","  5"
"Setae of venter short and","Setae of venter short and","  1"
"Setae of venter short inconspicuous","Setae of venter short inconspicuous","  2"
"Setae of venter short sparse","Setae of venter short sparse","  2"
"Setae of visible","Setae of visible","  1"
"Setae of visible portion","Setae of visible portion","  1"
"Setae of visible portion of","Setae of visible portion of","  1"
"Setae short","Setae short","  8"
"Setae short and","Setae short and","  4"
"Setae short and sparse","Setae short and sparse","  3"
"Setae short and sparse Head","Setae short and sparse Head","  1"
"Setae short and sparse inconspicuous","Setae short and sparse inconspicuous","  2"
"Setae short and very","Setae short and very","  1"
"Setae short and very sparse","Setae short and very sparse","  1"
"Setae short but","Setae short but","  1"
"Setae short but distinct","Setae short but distinct","  1"
"Setae short but distinct more","Setae short but distinct more","  1"
"Setae short inapparent","Setae short inapparent","  2"
"Setae short inapparent Head","Setae short inapparent Head","  2"
"Setae short inapparent Head heavily","Setae short inapparent Head heavily","  1"
"Setae short inapparent Head of","Setae short inapparent Head of","  1"
"Setae short numerous","Setae short numerous","  1"
"Setae short numerous but","Setae short numerous but","  1"
"Setae short numerous but not","Setae short numerous but not","  1"
"Setae slender","Setae slender","  2"
"Setae slender short","Setae slender short","  1"
"Setae slender short golden","Setae slender short golden","  1"
"Setae slender short golden colored","Setae slender short golden colored","  1"
"Setae slender very","Setae slender very","  1"
"Setae slender very short","Setae slender very short","  1"
"Setae slender very short golden","Setae slender very short golden","  1"
"Setae very","Setae very","  9"
"Setae very short","Setae very short","  9"
"Setae very short and","Setae very short and","  6"
"Setae very short and sparse","Setae very short and sparse","  6"
"Setae very short inconspicuous","Setae very short inconspicuous","  2"
"Setae very short inconspicuous Head","Setae very short inconspicuous Head","  2"
"Setae very short scalelike","Setae very short scalelike","  1"
"Setae very short scalelike sparse","Setae very short scalelike sparse","  1"
"Setae yellow","Setae yellow","  1"
"Setae yellow short","Setae yellow short","  1"
"Setae yellow short and","Setae yellow short and","  1"
"Setae yellow short and sparse","Setae yellow short and sparse","  1"
"Setiferous","Setiferous","  1"
"Setiferous granules","Setiferous granules","  1"
"Setiferous granules absent","Setiferous granules absent","  1"
"Setiferous granules absent setae","Setiferous granules absent setae","  1"
"Setiferous granules absent setae of","Setiferous granules absent setae of","  1"
"Severin","Severin","  2"
"Severin ","Severin ","  2"
"Severin  p","Severin  p","  2"
"Severin  p ","Severin  p ","  2"
"Severin  p  Conorrhinus","Severin  p  Conorrhinus","  1"
"Severin  p  Triatoma","Severin  p  Triatoma","  1"
"Sexually","Sexually","  1"
"Sexually dimorphic","Sexually dimorphic","  1"
"Sexually dimorphic species","Sexually dimorphic species","  1"
"Sexually dimorphic species males","Sexually dimorphic species males","  1"
"Sexually dimorphic species males macropterous","Sexually dimorphic species males macropterous","  1"
"SF G","SF G","  1"
"SF G B","SF G B","  1"
"SF G B C","SF G B C","  1"
"SF G B C E","SF G B C E","  1"
"SH ","SH ","  1"
"SH  AG","SH  AG","  1"
"SH  AG I","SH  AG I","  1"
"SH  AG I Eratyrus","SH  AG I Eratyrus","  1"
"Shape","Shape","  2"
"Shape of","Shape of","  2"
"Shape of head","Shape of head","  1"
"Shape of head as","Shape of head as","  1"
"Shape of head as shown","Shape of head as shown","  1"
"Shape of pronotum","Shape of pronotum","  1"
"Shape of pronotum as","Shape of pronotum as","  1"
"Shape of pronotum as shown","Shape of pronotum as shown","  1"
"Shazo","Shazo","  1"
"Shazo ","Shazo ","  1"
"Shazo  p","Shazo  p","  1"
"Shazo  p ","Shazo  p ","  1"
"Shazo  p  Triatoma","Shazo  p  Triatoma","  1"
"Sherlock","Sherlock","  8"
"Sherlock and","Sherlock and","  6"
"Sherlock and Guitton","Sherlock and Guitton","  1"
"Sherlock and Guitton ","Sherlock and Guitton ","  1"
"Sherlock and Guitton  p","Sherlock and Guitton  p","  1"
"Sherlock and Serafim","Sherlock and Serafim","  5"
"Sherlock and Serafim ","Sherlock and Serafim ","  4"
"Sherlock and Serafim  p","Sherlock and Serafim  p","  4"
"Sherlock and Serafim Figures","Sherlock and Serafim Figures","  1"
"Sherlock and Serafim Figures J","Sherlock and Serafim Figures J","  1"
"Sherlock Guitton","Sherlock Guitton","  2"
"Sherlock Guitton and","Sherlock Guitton and","  2"
"Sherlock Guitton and Miles","Sherlock Guitton and Miles","  2"
"Sherlock Guitton and Miles ","Sherlock Guitton and Miles ","  1"
"Sherlock Guitton and Miles Figures","Sherlock Guitton and Miles Figures","  1"
"Sides","Sides","  9"
"Sides of","Sides of","  9"
"Sides of anterior","Sides of anterior","  5"
"Sides of anterior and","Sides of anterior and","  1"
"Sides of anterior and posterior","Sides of anterior and posterior","  1"
"Sides of anterior lobe","Sides of anterior lobe","  4"
"Sides of anterior lobe not","Sides of anterior lobe not","  1"
"Sides of anterior lobe strongly","Sides of anterior lobe strongly","  1"
"Sides of anterior lobe subparallel","Sides of anterior lobe subparallel","  2"
"Sides of posterior","Sides of posterior","  1"
"Sides of posterior lobe","Sides of posterior lobe","  1"
"Sides of posterior lobe slightly","Sides of posterior lobe slightly","  1"
"Sides of pronotum","Sides of pronotum","  3"
"Sides of pronotum carinate","Sides of pronotum carinate","  1"
"Sides of pronotum carinate Anterior","Sides of pronotum carinate Anterior","  1"
"Sides of pronotum rounded","Sides of pronotum rounded","  1"
"Sides of pronotum rounded not","Sides of pronotum rounded not","  1"
"Sides of pronotum strongly","Sides of pronotum strongly","  1"
"Sides of pronotum strongly constricted","Sides of pronotum strongly constricted","  1"
"Signoret","Signoret","  1"
"Signoret ","Signoret ","  1"
"Signoret  p","Signoret  p","  1"
"Signoret  p ","Signoret  p ","  1"
"Signoret  p  Conorhinus","Signoret  p  Conorhinus","  1"
"Silva","Silva","  1"
"Silva ","Silva ","  1"
"Silva  p","Silva  p","  1"
"Silva  p ","Silva  p ","  1"
"Silva  p  Triatoma","Silva  p  Triatoma","  1"
"Similar","Similar","  2"
"Similar to","Similar to","  2"
"Similar to macropterous","Similar to macropterous","  1"
"Similar to macropterous male","Similar to macropterous male","  1"
"Similar to macropterous male but","Similar to macropterous male but","  1"
"Similar to male","Similar to male","  1"
"Similar to male but","Similar to male but","  1"
"Similar to male but with","Similar to male but with","  1"
"Size","Size","  1"
"Size of","Size of","  1"
"Size of reddish","Size of reddish","  1"
